0	1
0	3
0	4
0	6
0	8
0	9
0	13
0	15
0	16
0	18
0	22
0	23
0	24
0	25
0	26
0	30
0	31
0	32
0	33
0	35
0	37
0	38
0	39
0	40
0	41
0	44
0	45
0	46
0	47
0	50
0	52
0	53
0	55
0	58
0	59
0	60
0	61
0	62
0	63
0	64
0	65
0	66
0	67
0	70
0	72
0	75
0	76
0	77
0	78
0	79
0	80
0	81
0	82
0	83
0	84
0	85
0	86
0	87
0	88
0	90
0	97
0	98
0	99
1	0
1	3
1	4
1	5
1	6
1	8
1	9
1	13
1	14
1	15
1	16
1	19
1	22
1	23
1	25
1	26
1	27
1	29
1	30
1	31
1	32
1	35
1	39
1	40
1	41
1	44
1	46
1	48
1	52
1	53
1	55
1	59
1	60
1	62
1	63
1	64
1	65
1	66
1	67
1	68
1	72
1	75
1	76
1	77
1	78
1	79
1	81
1	82
1	83
1	84
1	87
1	88
1	93
1	95
1	97
1	98
1	99
3	0
3	1
3	4
3	5
3	6
3	8
3	9
3	13
3	14
3	15
3	16
3	17
3	18
3	19
3	22
3	23
3	24
3	25
3	26
3	30
3	31
3	32
3	33
3	35
3	37
3	38
3	39
3	41
3	44
3	45
3	46
3	47
3	50
3	52
3	53
3	55
3	58
3	59
3	60
3	61
3	62
3	63
3	64
3	66
3	67
3	68
3	70
3	71
3	72
3	75
3	76
3	77
3	78
3	79
3	80
3	81
3	82
3	83
3	84
3	85
3	86
3	87
3	88
3	90
3	93
3	95
3	98
4	0
4	1
4	3
4	6
4	8
4	9
4	13
4	14
4	15
4	16
4	18
4	19
4	22
4	23
4	26
4	29
4	30
4	31
4	32
4	35
4	38
4	39
4	40
4	41
4	44
4	45
4	48
4	50
4	52
4	53
4	55
4	59
4	60
4	61
4	62
4	63
4	64
4	65
4	66
4	67
4	68
4	70
4	71
4	72
4	75
4	76
4	77
4	78
4	79
4	81
4	82
4	83
4	84
4	86
4	87
4	88
4	93
4	95
4	97
4	98
4	99
5	1
5	3
5	6
5	8
5	13
5	14
5	15
5	16
5	19
5	22
5	23
5	25
5	26
5	27
5	29
5	30
5	31
5	32
5	35
5	38
5	39
5	40
5	41
5	44
5	45
5	48
5	50
5	52
5	55
5	59
5	61
5	62
5	63
5	64
5	65
5	67
5	68
5	70
5	72
5	75
5	76
5	77
5	78
5	79
5	81
5	82
5	83
5	84
5	86
5	87
5	93
5	95
5	98
5	99
6	0
6	1
6	3
6	4
6	5
6	8
6	13
6	14
6	15
6	16
6	18
6	19
6	22
6	23
6	25
6	26
6	29
6	30
6	32
6	38
6	39
6	41
6	44
6	45
6	46
6	48
6	50
6	52
6	53
6	55
6	60
6	61
6	63
6	64
6	65
6	66
6	67
6	68
6	70
6	71
6	72
6	75
6	76
6	77
6	78
6	79
6	82
6	83
6	84
6	86
6	87
6	88
6	93
6	95
6	97
6	98
6	99
8	0
8	1
8	3
8	4
8	5
8	6
8	9
8	13
8	14
8	15
8	16
8	18
8	19
8	22
8	23
8	25
8	26
8	29
8	30
8	31
8	32
8	35
8	38
8	40
8	41
8	44
8	45
8	46
8	48
8	50
8	52
8	53
8	59
8	60
8	61
8	62
8	63
8	64
8	65
8	66
8	67
8	70
8	71
8	75
8	77
8	78
8	79
8	81
8	82
8	83
8	86
8	87
8	88
8	93
8	95
8	97
8	98
8	99
9	0
9	1
9	3
9	4
9	8
9	15
9	16
9	18
9	19
9	23
9	25
9	26
9	27
9	29
9	30
9	31
9	32
9	35
9	38
9	39
9	40
9	41
9	44
9	45
9	48
9	50
9	52
9	53
9	55
9	59
9	60
9	61
9	62
9	63
9	64
9	65
9	66
9	67
9	68
9	70
9	72
9	75
9	76
9	77
9	78
9	81
9	83
9	84
9	86
9	87
9	88
9	93
9	97
9	98
9	99
13	0
13	1
13	3
13	4
13	5
13	6
13	8
13	14
13	15
13	16
13	18
13	19
13	22
13	23
13	26
13	27
13	30
13	31
13	32
13	35
13	38
13	39
13	40
13	41
13	45
13	46
13	48
13	50
13	53
13	59
13	60
13	61
13	62
13	63
13	64
13	65
13	66
13	67
13	68
13	70
13	71
13	72
13	75
13	76
13	77
13	78
13	79
13	81
13	82
13	84
13	87
13	88
13	93
13	95
13	98
13	99
14	1
14	3
14	4
14	5
14	6
14	8
14	13
14	15
14	19
14	22
14	25
14	26
14	27
14	31
14	32
14	35
14	38
14	39
14	40
14	41
14	44
14	45
14	46
14	48
14	50
14	52
14	55
14	59
14	60
14	61
14	62
14	63
14	64
14	65
14	66
14	67
14	68
14	70
14	72
14	75
14	76
14	77
14	78
14	79
14	81
14	82
14	83
14	84
14	86
14	87
14	88
14	93
14	95
14	97
14	98
14	99
15	0
15	1
15	3
15	4
15	5
15	6
15	8
15	9
15	13
15	14
15	16
15	17
15	18
15	19
15	22
15	23
15	24
15	25
15	26
15	27
15	29
15	30
15	31
15	32
15	33
15	35
15	37
15	38
15	44
15	45
15	46
15	47
15	48
15	50
15	53
15	54
15	55
15	56
15	58
15	59
15	60
15	61
15	62
15	63
15	64
15	65
15	66
15	67
15	68
15	70
15	71
15	72
15	75
15	77
15	78
15	79
15	80
15	81
15	82
15	83
15	84
15	86
15	87
15	88
15	90
15	95
15	97
15	98
15	99
16	0
16	1
16	3
16	4
16	5
16	6
16	8
16	9
16	13
16	15
16	19
16	22
16	23
16	25
16	27
16	29
16	30
16	32
16	35
16	39
16	40
16	41
16	45
16	46
16	48
16	50
16	52
16	53
16	55
16	59
16	61
16	62
16	63
16	65
16	68
16	71
16	75
16	76
16	77
16	78
